council,suburb,Adults - Obesity - ASR,Adults - Overweight/Obese - ASR,IGNORE,postcode,state,lng,lat,Individuals 2003-04,Median taxable income 2003-04,Average taxable income 2003-04,Individuals 2013-14,Median taxable income 2013-14,Average taxable income 2013-14,Individuals 2014-15,Median taxable income 2014-15,Average taxable income 2014-15,Individuals 2015-16,Median taxable income 2015-16,Average taxable income 2015-16,Individuals 2016-17,Median taxable income 2016-17,Average taxable income 2016-17,Individuals 2017-18,Median taxable income 2017-18,Average taxable income 2017-18,Individuals 2018-19,Median taxable income 2018-19,Average taxable income 2018-19,Individuals 2019-20,Median taxable income 2019-20,Average taxable income 2019-20,Individuals 2020-21,Median taxable income 2020-21,Average taxable income 2020-21,Individuals 2021-22,Median taxable income 2021-22,Average taxable income 2021-22,KFC Count,McDonald's Count,Hungry Jack's Count,council_y,sa4name,sed_name,Total Fast Food Count
Buloke,KINNABULLA,32.4,68.1,1556.0,3483.0,VIC,142.890804,-35.901765,608,"23,434","27,923",556,"33,712","39,101",539,"27,374","33,923",534,"28,390","35,787",546,"35,099","43,147",537,"40,183","47,708",537,"39,503","43,817",559,"42,549","50,426",568,"46,335","53,063",564,"49,188","60,522",0.0,0.0,0.0,Murray River - Swan Hill,North West,Mildura (Northern Victoria),0.0
Buloke,MARLBED,32.4,68.1,1557.0,3483.0,VIC,142.890804,-35.901765,608,"23,434","27,923",556,"33,712","39,101",539,"27,374","33,923",534,"28,390","35,787",546,"35,099","43,147",537,"40,183","47,708",537,"39,503","43,817",559,"42,549","50,426",568,"46,335","53,063",564,"49,188","60,522",0.0,0.0,0.0,Murray River - Swan Hill,North West,Mildura (Northern Victoria),0.0
Buloke,NARRAPORT,32.4,68.1,1558.0,3483.0,VIC,142.890804,-35.901765,608,"23,434","27,923",556,"33,712","39,101",539,"27,374","33,923",534,"28,390","35,787",546,"35,099","43,147",537,"40,183","47,708",537,"39,503","43,817",559,"42,549","50,426",568,"46,335","53,063",564,"49,188","60,522",0.0,0.0,0.0,Murray River - Swan Hill,North West,Mildura (Northern Victoria),0.0
Buloke,WHIRILY,32.4,68.1,1560.0,3483.0,VIC,142.890804,-35.901765,608,"23,434","27,923",556,"33,712","39,101",539,"27,374","33,923",534,"28,390","35,787",546,"35,099","43,147",537,"40,183","47,708",537,"39,503","43,817",559,"42,549","50,426",568,"46,335","53,063",564,"49,188","60,522",0.0,0.0,0.0,Murray River - Swan Hill,North West,Mildura (Northern Victoria),0.0
Buloke,BANYAN,32.4,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buloke,WATCHUPGA,32.4,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buloke,WILLANGIE,32.4,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buloke,WOOMELANG,32.4,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yarriambiack,LASCELLES,33.0,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buloke,SPEED,32.4,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buloke,TURRIFF,32.4,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buloke,TURRIFF EAST,32.4,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mildura,TEMPY,35.6,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hindmarsh,BIG DESERT,33.0,69.7,1561.0,3490.0,VIC,141.4849679,-35.62103426,867,"23,764","26,818",733,"29,998","36,511",697,"32,279","38,376",707,"33,381","38,537",698,"35,759","42,037",728,"36,374","43,033",718,"40,032","45,007",706,"43,177","46,217",695,"42,433","48,250",692,"44,666","51,864",0.0,0.0,0.0,Murray and Mallee,South Australia - South East,Mildura (Northern Victoria),0.0
Hindmarsh,BOINKA,33.0,69.7,1562.0,3490.0,VIC,142.206711,-34.911674,867,"23,764","26,818",733,"29,998","36,511",697,"32,279","38,376",707,"33,381","38,537",698,"35,759","42,037",728,"36,374","43,033",718,"40,032","45,007",706,"43,177","46,217",695,"42,433","48,250",692,"44,666","51,864",0.0,0.0,0.0,Murray and Mallee,South Australia - South East,Mildura (Northern Victoria),0.0
Hindmarsh,KULWIN,33.0,69.7,1563.0,3490.0,VIC,142.206711,-34.911674,867,"23,764","26,818",733,"29,998","36,511",697,"32,279","38,376",707,"33,381","38,537",698,"35,759","42,037",728,"36,374","43,033",718,"40,032","45,007",706,"43,177","46,217",695,"42,433","48,250",692,"44,666","51,864",0.0,0.0,0.0,Murray and Mallee,South Australia - South East,Mildura (Northern Victoria),0.0
Hindmarsh,MITTYACK,33.0,69.7,1564.0,3490.0,VIC,142.6222683,-35.15426089,867,"23,764","26,818",733,"29,998","36,511",697,"32,279","38,376",707,"33,381","38,537",698,"35,759","42,037",728,"36,374","43,033",718,"40,032","45,007",706,"43,177","46,217",695,"42,433","48,250",692,"44,666","51,864",0.0,0.0,0.0,Murray and Mallee,South Australia - South East,Mildura (Northern Victoria),0.0
Hindmarsh,MURRAY-SUNSET,33.0,69.7,1565.0,3490.0,VIC,141.4764416,-34.70931565,867,"23,764","26,818",733,"29,998","36,511",697,"32,279","38,376",707,"33,381","38,537",698,"35,759","42,037",728,"36,374","43,033",718,"40,032","45,007",706,"43,177","46,217",695,"42,433","48,250",692,"44,666","51,864",0.0,0.0,0.0,Murray and Mallee,South Australia - South East,Mildura (Northern Victoria),0.0
Hindmarsh,OUYEN,33.0,69.7,1566.0,3490.0,VIC,142.206711,-34.911674,867,"23,764","26,818",733,"29,998","36,511",697,"32,279","38,376",707,"33,381","38,537",698,"35,759","42,037",728,"36,374","43,033",718,"40,032","45,007",706,"43,177","46,217",695,"42,433","48,250",692,"44,666","51,864",0.0,0.0,0.0,Murray and Mallee,South Australia - South East,Mildura (Northern Victoria),0.0
Hindmarsh,TORRITA,33.0,69.7,1567.0,3490.0,VIC,142.206711,-34.911674,867,"23,764","26,818",733,"29,998","36,511",697,"32,279","38,376",707,"33,381","38,537",698,"35,759","42,037",728,"36,374","43,033",718,"40,032","45,007",706,"43,177","46,217",695,"42,433","48,250",692,"44,666","51,864",0.0,0.0,0.0,Murray and Mallee,South Australia - South East,Mildura (Northern Victoria),0.0
Hindmarsh,TUTYE,33.0,69.7,1568.0,3490.0,VIC,142.206711,-34.911674,867,"23,764","26,818",733,"29,998","36,511",697,"32,279","38,376",707,"33,381","38,537",698,"35,759","42,037",728,"36,374","43,033",718,"40,032","45,007",706,"43,177","46,217",695,"42,433","48,250",692,"44,666","51,864",0.0,0.0,0.0,Murray and Mallee,South Australia - South East,Mildura (Northern Victoria),0.0
Mildura,PATCHEWOLLOCK,35.6,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mildura,CARWARP,35.6,70.0,1569.0,3494.0,VIC,142.348315,-34.486406,373,"23,890","22,792",324,"30,812","33,173",299,"35,307","36,974",326,"34,408","38,102",323,"31,778","36,663",330,"35,188","42,297",351,"36,647","41,792",355,"36,061","40,418",343,"41,745","44,513",340,"44,456","48,315",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Mildura,COLIGNAN,35.6,70.0,1570.0,3494.0,VIC,142.348315,-34.486406,373,"23,890","22,792",324,"30,812","33,173",299,"35,307","36,974",326,"34,408","38,102",323,"31,778","36,663",330,"35,188","42,297",351,"36,647","41,792",355,"36,061","40,418",343,"41,745","44,513",340,"44,456","48,315",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Mildura,IRAAK,35.6,70.0,1571.0,3494.0,VIC,142.348315,-34.486406,373,"23,890","22,792",324,"30,812","33,173",299,"35,307","36,974",326,"34,408","38,102",323,"31,778","36,663",330,"35,188","42,297",351,"36,647","41,792",355,"36,061","40,418",343,"41,745","44,513",340,"44,456","48,315",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Mildura,NANGILOC,35.6,70.0,1572.0,3494.0,VIC,142.348315,-34.486406,373,"23,890","22,792",324,"30,812","33,173",299,"35,307","36,974",326,"34,408","38,102",323,"31,778","36,663",330,"35,188","42,297",351,"36,647","41,792",355,"36,061","40,418",343,"41,745","44,513",340,"44,456","48,315",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Mildura,CARDROSS,35.6,70.0,1573.0,3496.0,VIC,142.144177,-34.287804,"3,702","21,266","24,277","3,411","34,544","38,070","3,454","35,916","39,560","3,484","37,647","41,549","3,485","37,400","45,285","3,570","39,071","44,316","3,695","38,814","44,229","3,776","39,344","43,646","3,756","42,675","48,641","3,773","44,799","49,697",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Mildura,CULLULLERAINE,35.6,70.0,1574.0,3496.0,VIC,141.592628,-34.277724,"3,702","21,266","24,277","3,411","34,544","38,070","3,454","35,916","39,560","3,484","37,647","41,549","3,485","37,400","45,285","3,570","39,071","44,316","3,695","38,814","44,229","3,776","39,344","43,646","3,756","42,675","48,641","3,773","44,799","49,697",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Mildura,LINDSAY POINT,35.6,70.0,1575.0,3496.0,VIC,141.596797,-34.089735,"3,702","21,266","24,277","3,411","34,544","38,070","3,454","35,916","39,560","3,484","37,647","41,549","3,485","37,400","45,285","3,570","39,071","44,316","3,695","38,814","44,229","3,776","39,344","43,646","3,756","42,675","48,641","3,773","44,799","49,697",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Mildura,MERINGUR,35.6,70.0,1576.0,3496.0,VIC,141.334798,-34.389148,"3,702","21,266","24,277","3,411","34,544","38,070","3,454","35,916","39,560","3,484","37,647","41,549","3,485","37,400","45,285","3,570","39,071","44,316","3,695","38,814","44,229","3,776","39,344","43,646","3,756","42,675","48,641","3,773","44,799","49,697",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Mildura,MERRINEE,35.6,70.0,1577.0,3496.0,VIC,141.801957,-34.370179,"3,702","21,266","24,277","3,411","34,544","38,070","3,454","35,916","39,560","3,484","37,647","41,549","3,485","37,400","45,285","3,570","39,071","44,316","3,695","38,814","44,229","3,776","39,344","43,646","3,756","42,675","48,641","3,773","44,799","49,697",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Mildura,MURRAY LOCK NO 9,35.6,70.0,1578.0,3496.0,VIC,141.597936,-34.192418,"3,702","21,266","24,277","3,411","34,544","38,070","3,454","35,916","39,560","3,484","37,647","41,549","3,485","37,400","45,285","3,570","39,071","44,316","3,695","38,814","44,229","3,776","39,344","43,646","3,756","42,675","48,641","3,773","44,799","49,697",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Mildura,NEDS CORNER,35.6,70.0,1579.0,3496.0,VIC,141.326064,-34.130253,"3,702","21,266","24,277","3,411","34,544","38,070","3,454","35,916","39,560","3,484","37,647","41,549","3,485","37,400","45,285","3,570","39,071","44,316","3,695","38,814","44,229","3,776","39,344","43,646","3,756","42,675","48,641","3,773","44,799","49,697",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Mildura,RED CLIFFS,35.6,70.0,1580.0,3496.0,VIC,142.187995,-34.307094,"3,702","21,266","24,277","3,411","34,544","38,070","3,454","35,916","39,560","3,484","37,647","41,549","3,485","37,400","45,285","3,570","39,071","44,316","3,695","38,814","44,229","3,776","39,344","43,646","3,756","42,675","48,641","3,773","44,799","49,697",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Mildura,SUNNYCLIFFS,35.6,70.0,1581.0,3496.0,VIC,142.186246,-34.286644,"3,702","21,266","24,277","3,411","34,544","38,070","3,454","35,916","39,560","3,484","37,647","41,549","3,485","37,400","45,285","3,570","39,071","44,316","3,695","38,814","44,229","3,776","39,344","43,646","3,756","42,675","48,641","3,773","44,799","49,697",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Mildura,WERRIMULL,35.6,70.0,1582.0,3496.0,VIC,141.388479,-34.386949,"3,702","21,266","24,277","3,411","34,544","38,070","3,454","35,916","39,560","3,484","37,647","41,549","3,485","37,400","45,285","3,570","39,071","44,316","3,695","38,814","44,229","3,776","39,344","43,646","3,756","42,675","48,641","3,773","44,799","49,697",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Mildura,IRYMPLE,35.6,70.0,1583.0,3498.0,VIC,142.172516,-34.238385,"2,518","22,749","25,719","2,481","37,238","44,022","2,502","38,093","45,426","2,639","37,960","46,752","2,743","38,773","46,940","2,881","40,829","49,363","3,080","43,723","52,227","3,264","44,409","53,357","3,323","46,304","54,686","3,524","47,772","54,905",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Mildura,MILDURA,35.6,70.0,1584.0,3500.0,VIC,142.154161,-34.1931,"12,874","24,458","27,362","14,866","36,855","43,326","15,007","37,767","44,149","15,613","38,186","45,094","16,054","38,971","45,766","16,568","40,696","48,051","17,462","42,513","50,051","18,511","42,048","49,566","18,859","44,754","52,073","19,374","45,758","53,689",2.0,2.0,1.0,Mildura,North West,Mildura (Northern Victoria),5.0
Mildura,MILDURA EAST,35.6,70.0,1585.0,3500.0,VIC,142.154161,-34.1931,"12,874","24,458","27,362","14,866","36,855","43,326","15,007","37,767","44,149","15,613","38,186","45,094","16,054","38,971","45,766","16,568","40,696","48,051","17,462","42,513","50,051","18,511","42,048","49,566","18,859","44,754","52,073","19,374","45,758","53,689",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Mildura,MILDURA WEST,35.6,70.0,1586.0,3500.0,VIC,142.154161,-34.1931,"12,874","24,458","27,362","14,866","36,855","43,326","15,007","37,767","44,149","15,613","38,186","45,094","16,054","38,971","45,766","16,568","40,696","48,051","17,462","42,513","50,051","18,511","42,048","49,566","18,859","44,754","52,073","19,374","45,758","53,689",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Mildura,PARINGI,35.6,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swan Hill,HATTAH,33.0,68.0,1587.0,3501.0,VIC,142.100896,-34.243279,"2,169","23,263","27,064","2,156","37,627","44,635","2,135","38,931","45,749","2,051","40,552","48,035","2,018","41,507","49,036","1,991","44,539","53,877","1,991","45,835","53,861","2,023","45,946","54,946","1,904","49,826","57,309","1,824","51,554","62,271",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Swan Hill,KOORLONG,33.0,68.0,1588.0,3501.0,VIC,142.100896,-34.243279,"2,169","23,263","27,064","2,156","37,627","44,635","2,135","38,931","45,749","2,051","40,552","48,035","2,018","41,507","49,036","1,991","44,539","53,877","1,991","45,835","53,861","2,023","45,946","54,946","1,904","49,826","57,309","1,824","51,554","62,271",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Swan Hill,MILDURA CENTRE PLAZA,33.0,68.0,1589.0,3501.0,VIC,142.100896,-34.243279,"2,169","23,263","27,064","2,156","37,627","44,635","2,135","38,931","45,749","2,051","40,552","48,035","2,018","41,507","49,036","1,991","44,539","53,877","1,991","45,835","53,861","2,023","45,946","54,946","1,904","49,826","57,309","1,824","51,554","62,271",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Swan Hill,MILDURA SOUTH,33.0,68.0,1590.0,3501.0,VIC,142.100896,-34.243279,"2,169","23,263","27,064","2,156","37,627","44,635","2,135","38,931","45,749","2,051","40,552","48,035","2,018","41,507","49,036","1,991","44,539","53,877","1,991","45,835","53,861","2,023","45,946","54,946","1,904","49,826","57,309","1,824","51,554","62,271",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Swan Hill,NICHOLS POINT,33.0,68.0,1591.0,3501.0,VIC,142.100896,-34.243279,"2,169","23,263","27,064","2,156","37,627","44,635","2,135","38,931","45,749","2,051","40,552","48,035","2,018","41,507","49,036","1,991","44,539","53,877","1,991","45,835","53,861","2,023","45,946","54,946","1,904","49,826","57,309","1,824","51,554","62,271",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Mildura,BIRDWOODTON,35.6,70.0,1592.0,3505.0,VIC,142.004192,-34.180532,"2,543","21,409","24,832","2,383","34,466","39,184","2,415","35,102","40,505","2,534","36,216","41,598","2,562","37,403","42,503","2,622","38,748","45,337","2,700","41,023","45,996","2,657","42,053","47,562","2,717","43,716","49,893","2,753","45,536","50,141",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Mildura,CABARITA,35.6,70.0,1593.0,3505.0,VIC,142.004192,-34.180532,"2,543","21,409","24,832","2,383","34,466","39,184","2,415","35,102","40,505","2,534","36,216","41,598","2,562","37,403","42,503","2,622","38,748","45,337","2,700","41,023","45,996","2,657","42,053","47,562","2,717","43,716","49,893","2,753","45,536","50,141",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Mildura,MERBEIN,35.6,70.0,1594.0,3505.0,VIC,142.004192,-34.180532,"2,543","21,409","24,832","2,383","34,466","39,184","2,415","35,102","40,505","2,534","36,216","41,598","2,562","37,403","42,503","2,622","38,748","45,337","2,700","41,023","45,996","2,657","42,053","47,562","2,717","43,716","49,893","2,753","45,536","50,141",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Mildura,MERBEIN SOUTH,35.6,70.0,1595.0,3505.0,VIC,142.004192,-34.180532,"2,543","21,409","24,832","2,383","34,466","39,184","2,415","35,102","40,505","2,534","36,216","41,598","2,562","37,403","42,503","2,622","38,748","45,337","2,700","41,023","45,996","2,657","42,053","47,562","2,717","43,716","49,893","2,753","45,536","50,141",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Mildura,MERBEIN WEST,35.6,70.0,1596.0,3505.0,VIC,142.004192,-34.180532,"2,543","21,409","24,832","2,383","34,466","39,184","2,415","35,102","40,505","2,534","36,216","41,598","2,562","37,403","42,503","2,622","38,748","45,337","2,700","41,023","45,996","2,657","42,053","47,562","2,717","43,716","49,893","2,753","45,536","50,141",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Mildura,WARGAN,35.6,70.0,1597.0,3505.0,VIC,142.004192,-34.180532,"2,543","21,409","24,832","2,383","34,466","39,184","2,415","35,102","40,505","2,534","36,216","41,598","2,562","37,403","42,503","2,622","38,748","45,337","2,700","41,023","45,996","2,657","42,053","47,562","2,717","43,716","49,893","2,753","45,536","50,141",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Mildura,YELTA,35.6,70.0,1598.0,3505.0,VIC,142.004192,-34.180532,"2,543","21,409","24,832","2,383","34,466","39,184","2,415","35,102","40,505","2,534","36,216","41,598","2,562","37,403","42,503","2,622","38,748","45,337","2,700","41,023","45,996","2,657","42,053","47,562","2,717","43,716","49,893","2,753","45,536","50,141",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Mildura,COWANGIE,35.6,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mildura,WALPEUP,35.6,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mildura,LINGA,35.6,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mildura,UNDERBOOL,35.6,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mildura,CARINA,35.6,70.0,1599.0,3512.0,VIC,141.121226,-35.39199,260,"24,467","28,899",214,"33,602","37,170",212,"33,718","39,405",213,"33,819","40,764",215,"38,969","44,927",211,"38,799","41,188",219,"35,567","35,940",210,"29,352","34,483",205,"43,550","46,446",212,"39,913","51,686",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Mildura,MURRAYVILLE,35.6,70.0,1600.0,3512.0,VIC,141.121226,-35.39199,260,"24,467","28,899",214,"33,602","37,170",212,"33,718","39,405",213,"33,819","40,764",215,"38,969","44,927",211,"38,799","41,188",219,"35,567","35,940",210,"29,352","34,483",205,"43,550","46,446",212,"39,913","51,686",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Mildura,PANITYA,35.6,70.0,1601.0,3512.0,VIC,141.0200955,-35.12099315,260,"24,467","28,899",214,"33,602","37,170",212,"33,718","39,405",213,"33,819","40,764",215,"38,969","44,927",211,"38,799","41,188",219,"35,567","35,940",210,"29,352","34,483",205,"43,550","46,446",212,"39,913","51,686",0.0,0.0,0.0,Mildura,North West,Mildura (Northern Victoria),0.0
Mount Alexander,MARONG,32.1,67.8,1602.0,3515.0,VIC,144.062915,-36.729444,549,"24,775","27,231",930,"37,975","43,592","1,038","39,993","45,298","1,098","41,058","45,541","1,098","44,992","48,568","1,209","46,620","51,529","1,308","48,097","52,939","1,396","50,650","55,883","1,471","51,219","59,174","1,551","54,331","68,494",0.0,0.0,0.0,Loddon - Elmore,Bendigo,Ripon (Western Victoria),0.0
Mount Alexander,WILSONS HILL,32.1,67.8,1604.0,3515.0,VIC,144.062915,-36.729444,549,"24,775","27,231",930,"37,975","43,592","1,038","39,993","45,298","1,098","41,058","45,541","1,098","44,992","48,568","1,209","46,620","51,529","1,308","48,097","52,939","1,396","50,650","55,883","1,471","51,219","59,174","1,551","54,331","68,494",0.0,0.0,0.0,Loddon - Elmore,Bendigo,Ripon (Western Victoria),0.0
Greater Bendigo,BRIDGEWATER,34.2,69.6,1605.0,3516.0,VIC,144.041722,-36.607616,373,"25,802","26,401",368,"32,636","38,535",365,"34,222","41,332",388,"33,658","38,458",392,"36,443","42,919",425,"40,964","48,744",429,"42,370","49,002",415,"45,800","53,246",435,"45,413","53,998",454,"47,341","61,052",0.0,0.0,0.0,Loddon - Elmore,Bendigo,Ripon (Western Victoria),0.0
Greater Bendigo,BRIDGEWATER NORTH,34.2,69.6,1606.0,3516.0,VIC,144.041722,-36.607616,373,"25,802","26,401",368,"32,636","38,535",365,"34,222","41,332",388,"33,658","38,458",392,"36,443","42,919",425,"40,964","48,744",429,"42,370","49,002",415,"45,800","53,246",435,"45,413","53,998",454,"47,341","61,052",0.0,0.0,0.0,Loddon - Elmore,Bendigo,Ripon (Western Victoria),0.0
Greater Bendigo,BRIDGEWATER ON LODDON,34.2,69.6,1607.0,3516.0,VIC,144.041722,-36.607616,373,"25,802","26,401",368,"32,636","38,535",365,"34,222","41,332",388,"33,658","38,458",392,"36,443","42,919",425,"40,964","48,744",429,"42,370","49,002",415,"45,800","53,246",435,"45,413","53,998",454,"47,341","61,052",0.0,0.0,0.0,Loddon - Elmore,Bendigo,Ripon (Western Victoria),0.0
