council,suburb,Adults - Obesity - ASR,Adults - Overweight/Obese - ASR
Central Goldfields,SMOKEY TOWN,36.1,71.3
Central Goldfields,SMOKEYTOWN,36.1,71.3
Central Goldfields,SPRINGMOUNT,36.1,71.3
Central Goldfields,STRATHLEA,36.1,71.3
Central Goldfields,ULLINA,36.1,71.3
Central Goldfields,WERONA,36.1,71.3
Central Goldfields,CLUNES,36.1,71.3
Central Goldfields,GLENGOWER,36.1,71.3
Central Goldfields,MOUNT CAMERON,36.1,71.3
Central Goldfields,ULLINA,36.1,71.3
Hepburn,AMHERST,33.3,69.3
Hepburn,BURNBANK,33.3,69.3
Hepburn,CARALULUP,33.3,69.3
Hepburn,DUNACH,33.3,69.3
Hepburn,EVANSFORD,33.3,69.3
Hepburn,LILLICUR,33.3,69.3
Hepburn,MOUNT GLASGOW,33.3,69.3
Hepburn,RED LION,33.3,69.3
Hepburn,STONY CREEK,33.3,69.3
Hepburn,TALBOT,33.3,69.3
Ararat,BEAUFORT,32.6,68.4
Ararat,CHUTE,32.6,68.4
Ararat,CROSS ROADS,32.6,68.4
Ararat,LAKE GOLDSMITH,32.6,68.4
Ararat,LAKE WONGAN,32.6,68.4
Ararat,MAIN LEAD,32.6,68.4
Ararat,MENA PARK,32.6,68.4
Ararat,NERRING,32.6,68.4
Ararat,RAGLAN,32.6,68.4
Ararat,SHIRLEY,32.6,68.4
Ararat,STOCKYARD HILL,32.6,68.4
Ararat,STONELEIGH,32.6,68.4
Ararat,TRAWALLA,32.6,68.4
Ararat,WATERLOO,32.6,68.4
Ararat,GREAT WESTERN,32.6,68.4
Pyrenees,BALLYROGAN,35.6,71.8
Pyrenees,BAYINDEEN,35.6,71.8
Pyrenees,BUANGOR,35.6,71.8
Pyrenees,MIDDLE CREEK,35.6,71.8
Northern Grampians,AMPHITHEATRE,33.5,68.8
Northern Grampians,ARARAT,33.5,68.8
Northern Grampians,ARARAT EAST,33.5,68.8
Northern Grampians,ARMSTRONG,33.5,68.8
Northern Grampians,BEN NEVIS,33.5,68.8
Northern Grampians,BULGANA,33.5,68.8
Northern Grampians,CATHCART,33.5,68.8
Northern Grampians,CROWLANDS,33.5,68.8
Northern Grampians,DENICULL CREEK,33.5,68.8
Northern Grampians,DOBIE,33.5,68.8
Northern Grampians,DUNNEWORTHY,33.5,68.8
Northern Grampians,EVERSLEY,33.5,68.8
Northern Grampians,GREAT WESTERN,33.5,68.8
Northern Grampians,JALLUKUR,33.5,68.8
Northern Grampians,LANGI LOGAN,33.5,68.8
Northern Grampians,MAROONA,33.5,68.8
Northern Grampians,MOUNT COLE,33.5,68.8
Northern Grampians,MOUNT COLE CREEK,33.5,68.8
Northern Grampians,MOUNT LONARCH,33.5,68.8
Northern Grampians,MOYSTON,33.5,68.8
Northern Grampians,NORVAL,33.5,68.8
Northern Grampians,RHYMNEY,33.5,68.8
Northern Grampians,ROCKY POINT,33.5,68.8
Northern Grampians,ROSSBRIDGE,33.5,68.8
Northern Grampians,SHAYS FLAT,33.5,68.8
Northern Grampians,WARRAK,33.5,68.8
Ararat,TATYOON,32.6,68.4
Ararat,YALLA-Y-POORA,32.6,68.4
Moyne,BERRAMBOOL,34.3,71.8
Moyne,BORNES HILL,34.3,71.8
Moyne,CHATSWORTH,34.3,71.8
Moyne,MAFEKING,34.3,71.8
Moyne,STAVELY,34.3,71.8
Moyne,WATGANIA,34.3,71.8
Moyne,WICKLIFFE,34.3,71.8
Moyne,WILLAURA,34.3,71.8
Moyne,WILLAURA NORTH,34.3,71.8
Northern Grampians,BELLELLEN,33.5,68.8
Northern Grampians,BRIDGE INN,33.5,68.8
Northern Grampians,MOKEPILLY,33.5,68.8
Northern Grampians,STAWELL,33.5,68.8
Northern Grampians,STAWELL WEST,33.5,68.8
Northern Grampians,WINJALLOK,33.5,68.8
Ararat,BARKLY,32.6,68.4
Ararat,BELLELLEN,32.6,68.4
Ararat,BELLFIELD,32.6,68.4
Ararat,BLACK RANGE,32.6,68.4
Ararat,BOLANGUM,32.6,68.4
Ararat,CALLAWADDA,32.6,68.4
Ararat,CAMPBELLS BRIDGE,32.6,68.4
Ararat,CONCONGELLA,32.6,68.4
Ararat,DEEP LEAD,32.6,68.4
Ararat,FYANS CREEK,32.6,68.4
Ararat,GERMANIA,32.6,68.4
Ararat,GREENS CREEK,32.6,68.4
Ararat,HALLS GAP,32.6,68.4
Ararat,ILLAWARRA,32.6,68.4
Ararat,JOEL JOEL,32.6,68.4
Ararat,JOEL SOUTH,32.6,68.4
Ararat,KANYA,32.6,68.4
Ararat,LAKE FYANS,32.6,68.4
Ararat,LAKE LONSDALE,32.6,68.4
Ararat,LUBECK,32.6,68.4
Ararat,MOKEPILLY,32.6,68.4
Ararat,MORRL MORRL,32.6,68.4
Ararat,MOUNT DRYDEN,32.6,68.4
Ararat,PARADISE,32.6,68.4
Ararat,POMONAL,32.6,68.4
Ararat,ROSTRON,32.6,68.4
Ararat,WAL WAL,32.6,68.4
Ararat,WALLALOO,32.6,68.4
Ararat,WALLALOO EAST,32.6,68.4
Pyrenees,BARKLY,35.6,71.8
Pyrenees,CONCONGELLA,35.6,71.8
Pyrenees,FRENCHMANS,35.6,71.8
Pyrenees,JOEL JOEL,35.6,71.8
Pyrenees,JOEL SOUTH,35.6,71.8
Pyrenees,LANDSBOROUGH,35.6,71.8
Pyrenees,LANDSBOROUGH WEST,35.6,71.8
Pyrenees,NAVARRE,35.6,71.8
Pyrenees,SHAYS FLAT,35.6,71.8
Pyrenees,TULKARA,35.6,71.8
Pyrenees,WATTLE CREEK,35.6,71.8
Yarriambiack,DADSWELLS BRIDGE,33.0,69.7
Yarriambiack,DEEP LEAD,33.0,69.7
Yarriambiack,GLENORCHY,33.0,69.7
Yarriambiack,LEDCOURT,33.0,69.7
Yarriambiack,LUBECK,33.0,69.7
Yarriambiack,RIACHELLA,33.0,69.7
Yarriambiack,ROSES GAP,33.0,69.7
Yarriambiack,WAL WAL,33.0,69.7
Northern Grampians,BOLANGUM,33.5,68.8
Northern Grampians,CALLAWADDA,33.5,68.8
Northern Grampians,CAMPBELLS BRIDGE,33.5,68.8
Northern Grampians,GERMANIA,33.5,68.8
Northern Grampians,GREENS CREEK,33.5,68.8
Northern Grampians,KANYA,33.5,68.8
Northern Grampians,MARNOO,33.5,68.8
Northern Grampians,MARNOO WEST,33.5,68.8
Northern Grampians,MORRL MORRL,33.5,68.8
Northern Grampians,WALLALOO,33.5,68.8
Northern Grampians,WALLALOO EAST,33.5,68.8
Northern Grampians,BANYENA,33.5,68.8
Northern Grampians,RUPANYUP,33.5,68.8
Horsham,KEWELL,32.2,66.7
Horsham,MURTOA,32.2,66.7
Yarriambiack,BRIM,33.0,69.7
Yarriambiack,BOOLITE,33.0,69.7
Yarriambiack,MINYIP,33.0,69.7
Yarriambiack,SHEEP HILLS,33.0,69.7
Hindmarsh,AILSA,33.0,69.7
Hindmarsh,ANGIP,33.0,69.7
Hindmarsh,AUBREY,33.0,69.7
Hindmarsh,BANGERANG,33.0,69.7
Hindmarsh,CANNUM,33.0,69.7
Hindmarsh,CRYMELON,33.0,69.7
Hindmarsh,KELLALAC,33.0,69.7
Hindmarsh,LAH,33.0,69.7
Hindmarsh,WARRACKNABEAL,33.0,69.7
Hindmarsh,WILKUR,33.0,69.7
Hindmarsh,WILLENABRINA,33.0,69.7
Hindmarsh,BEULAH,33.0,69.7
Hindmarsh,KENMARE,33.0,69.7
Hindmarsh,REEDY DAM,33.0,69.7
Hindmarsh,ROSEBERY,33.0,69.7
Yarriambiack,HOPETOUN,33.0,69.7
Yarriambiack,HOPEVALE,33.0,69.7
Yarriambiack,YARTO,33.0,69.7
Horsham,JUNG,32.2,66.7
Horsham,LONGERENONG,32.2,66.7
Horsham,BRIMPAEN,32.2,66.7
Horsham,HORSHAM,32.2,66.7
Horsham,HORSHAM WEST,32.2,66.7
Horsham,ST HELENS PLAINS,32.2,66.7
Horsham,WARTOOK,32.2,66.7
Horsham,WONWONDAH EAST,32.2,66.7
Horsham,WONWONDAH SOUTH,32.2,66.7
Northern Grampians,BLACKHEATH,33.5,68.8
Northern Grampians,BRIMPAEN,33.5,68.8
Northern Grampians,BUNGALALLY,33.5,68.8
Northern Grampians,CHERRYPOOL,33.5,68.8
Northern Grampians,CLEAR LAKE,33.5,68.8
Northern Grampians,CONNANGORACH,33.5,68.8
Northern Grampians,DAHLEN,33.5,68.8
Northern Grampians,DOOEN,33.5,68.8
Northern Grampians,DOUGLAS,33.5,68.8
Northern Grampians,DRUNG,33.5,68.8
Northern Grampians,GREEN LAKE,33.5,68.8
Northern Grampians,GYMBOWEN,33.5,68.8
Northern Grampians,HAVEN,33.5,68.8
Northern Grampians,HORSHAM,33.5,68.8
Northern Grampians,JALLUMBA,33.5,68.8
Northern Grampians,JILPANGER,33.5,68.8
Northern Grampians,JUNG,33.5,68.8
Northern Grampians,KALKEE,33.5,68.8
Northern Grampians,KANAGULK,33.5,68.8
Northern Grampians,KARNAK,33.5,68.8
Northern Grampians,LAHARUM,33.5,68.8
Northern Grampians,LONGERENONG,33.5,68.8
Northern Grampians,LOWER NORTON,33.5,68.8
Northern Grampians,MCKENZIE CREEK,33.5,68.8
Northern Grampians,MIGA LAKE,33.5,68.8
Northern Grampians,MITRE,33.5,68.8
Northern Grampians,MOCKINYA,33.5,68.8
Northern Grampians,MURRA WARRA,33.5,68.8
Northern Grampians,NORADJUHA,33.5,68.8
Northern Grampians,NURCOUNG,33.5,68.8
Northern Grampians,NURRABIEL,33.5,68.8
Northern Grampians,PIMPINIO,33.5,68.8
Northern Grampians,QUANTONG,33.5,68.8
Northern Grampians,REMLAW,33.5,68.8
Northern Grampians,RIVERSIDE,33.5,68.8
Northern Grampians,ROCKLANDS,33.5,68.8
Northern Grampians,ROCKLANDS,33.5,68.8
Northern Grampians,ST HELENS PLAINS,33.5,68.8
Northern Grampians,TELANGATUK EAST,33.5,68.8
Northern Grampians,TOOAN,33.5,68.8
Northern Grampians,TOOLONDO,33.5,68.8
Northern Grampians,VECTIS,33.5,68.8
Northern Grampians,WAIL,33.5,68.8
Northern Grampians,WALLUP,33.5,68.8
Northern Grampians,WARTOOK,33.5,68.8
Northern Grampians,WOMBELANO,33.5,68.8
Northern Grampians,WONWONDAH,33.5,68.8
Northern Grampians,ZUMSTEINS,33.5,68.8
Ararat,HORSHAM,32.6,68.4
Southern Grampians,BALMORAL,33.5,68.8
Southern Grampians,ENGLEFIELD,33.5,68.8
Southern Grampians,GATUM,33.5,68.8
Southern Grampians,PIGEON PONDS,33.5,68.8
Southern Grampians,VASEY,33.5,68.8
West Wimmera,ARAPILES,33.0,69.7
West Wimmera,CLEAR LAKE,33.0,69.7
West Wimmera,DOUGLAS,33.0,69.7
West Wimmera,DUCHEMBEGARRA,33.0,69.7
West Wimmera,GRASS FLAT,33.0,69.7
West Wimmera,JILPANGER,33.0,69.7
West Wimmera,MIGA LAKE,33.0,69.7
West Wimmera,MITRE,33.0,69.7
West Wimmera,NATIMUK,33.0,69.7
West Wimmera,NORADJUHA,33.0,69.7
West Wimmera,TOOAN,33.0,69.7
West Wimmera,WOMBELANO,33.0,69.7
West Wimmera,GOROKE,33.0,69.7
West Wimmera,MINIMAY,33.0,69.7
West Wimmera,NEUARPURR,33.0,69.7
West Wimmera,OZENKADNOOK,33.0,69.7
West Wimmera,PERONNE,33.0,69.7
Yarriambiack,ANTWERP,33.0,69.7
Yarriambiack,DIMBOOLA,33.0,69.7
Yarriambiack,TARRANYURK,33.0,69.7
West Wimmera,MIRAM,33.0,69.7
West Wimmera,YARRUNGA,33.0,69.7
West Wimmera,BROUGHTON,33.0,69.7
West Wimmera,GERANG GERUNG,33.0,69.7
West Wimmera,GLENLEE,33.0,69.7
West Wimmera,KIATA,33.0,69.7
West Wimmera,LAWLOIT,33.0,69.7
West Wimmera,LITTLE DESERT,33.0,69.7
West Wimmera,LORQUON,33.0,69.7
West Wimmera,NETHERBY,33.0,69.7
West Wimmera,NHILL,33.0,69.7
West Wimmera,YANAC,33.0,69.7
Hindmarsh,KANIVA,33.0,69.7
West Wimmera,LILLIMUR,33.0,69.7
West Wimmera,SERVICETON,33.0,69.7
West Wimmera,TELOPEA DOWNS,33.0,69.7
Hindmarsh,JEPARIT,33.0,69.7
Hindmarsh,LAKE HINDMARSH,33.0,69.7
Yarriambiack,ALBACUTYA,33.0,69.7
Yarriambiack,RAINBOW,33.0,69.7
Yarriambiack,YAAPEET,33.0,69.7
Brimbank,DIGGERS REST,27.4,64.9
Brimbank,PLUMPTON,27.4,64.9
Hume,BULLA,33.3,71.1
Hume,SUNBURY,33.3,71.1
Hume,WILDWOOD,33.3,71.1
Hume,CLARKEFIELD,33.3,71.1
Macedon Ranges,RIDDELLS CREEK,29.6,67.9
Macedon Ranges,BOLINDA,29.6,67.9
Macedon Ranges,MONEGEETTA,29.6,67.9
Macedon Ranges,CHEROKEE,29.6,67.9
Macedon Ranges,KERRIE,29.6,67.9
Macedon Ranges,ROMSEY,29.6,67.9
Macedon Ranges,SPRINGFIELD,29.6,67.9
Mitchell,BENLOCH,33.6,70.3
Mitchell,GOLDIE,33.6,70.3
Mitchell,LANCEFIELD,33.6,70.3
Mitchell,NULLA VALE,33.6,70.3
Moorabool,BULLENGAROOK,35.1,73.0
Moorabool,GISBORNE,35.1,73.0
Moorabool,GISBORNE SOUTH,35.1,73.0
Macedon Ranges,NEW GISBORNE,29.6,67.9
Macedon Ranges,MACEDON,29.6,67.9
Macedon Ranges,MOUNT MACEDON,29.6,67.9
Moorabool,ASHBOURNE,35.1,73.0
Moorabool,CADELLO,35.1,73.0
Moorabool,CARLSRUHE,35.1,73.0
Moorabool,COBAW,35.1,73.0
Moorabool,HANGING ROCK,35.1,73.0
Moorabool,HESKET,35.1,73.0
Moorabool,NEWHAM,35.1,73.0
Moorabool,ROCHFORD,35.1,73.0
Moorabool,WOODEND,35.1,73.0
Moorabool,WOODEND NORTH,35.1,73.0
Mitchell,BARFOLD,33.6,70.3
Mitchell,BAYNTON,33.6,70.3
Mitchell,BAYNTON EAST,33.6,70.3
Mitchell,EDGECOMBE,33.6,70.3
Mitchell,GLENHOPE,33.6,70.3
Mitchell,GREENHILL,33.6,70.3
Mitchell,KYNETON,33.6,70.3
Mitchell,KYNETON SOUTH,33.6,70.3
Mitchell,LANGLEY,33.6,70.3
Mitchell,LAURISTON,33.6,70.3
Mitchell,LYAL,33.6,70.3
Mitchell,METCALFE EAST,33.6,70.3
Mitchell,MIA MIA,33.6,70.3
Mitchell,MYRTLE CREEK,33.6,70.3
Mitchell,PASTORIA,33.6,70.3
Mitchell,PASTORIA EAST,33.6,70.3
Mitchell,PIPERS CREEK,33.6,70.3
Mitchell,REDESDALE,33.6,70.3
Mitchell,SIDONIA,33.6,70.3
Mitchell,SPRING HILL,33.6,70.3
Mitchell,TYLDEN,33.6,70.3
Mitchell,TYLDEN SOUTH,33.6,70.3
Mount Alexander,DRUMMOND NORTH,32.1,67.8
Mount Alexander,MALMSBURY,32.1,67.8
Hepburn,TARADALE,33.3,69.3
Mount Alexander,ELPHINSTONE,32.1,67.8
Mount Alexander,METCALFE,32.1,67.8
Mount Alexander,SUTTON GRANGE,32.1,67.8
Mount Alexander,CASTLEMAINE,32.1,67.8
Mount Alexander,MOONLIGHT FLAT,32.1,67.8
Hepburn,BARKERS CREEK,33.3,69.3
Hepburn,CAMPBELLS CREEK,33.3,69.3
Hepburn,CHEWTON,33.3,69.3
Hepburn,CHEWTON BUSHLANDS,33.3,69.3
Hepburn,FARADAY,33.3,69.3
Hepburn,FRYERSTOWN,33.3,69.3
Hepburn,GLENLUCE,33.3,69.3
Hepburn,GOLDEN POINT,33.3,69.3
Hepburn,GOWER,33.3,69.3
Hepburn,GUILDFORD,33.3,69.3
Hepburn,IRISHTOWN,33.3,69.3
Hepburn,MCKENZIE HILL,33.3,69.3
Hepburn,MUCKLEFORD,33.3,69.3
Hepburn,TARILTA,33.3,69.3
Hepburn,VAUGHAN,33.3,69.3
Hepburn,WOODBROOK,33.3,69.3
Hepburn,YAPEEN,33.3,69.3
Greater Bendigo,HARCOURT,34.2,69.6
Greater Bendigo,HARCOURT NORTH,34.2,69.6
Greater Bendigo,RAVENSWOOD,34.2,69.6
Greater Bendigo,RAVENSWOOD SOUTH,34.2,69.6
Macedon Ranges,BARRYS REEF,29.6,67.9
Macedon Ranges,BLACKWOOD,29.6,67.9
Macedon Ranges,FERN HILL,29.6,67.9
Macedon Ranges,LERDERDERG,29.6,67.9
Macedon Ranges,LITTLE HAMPTON,29.6,67.9
Macedon Ranges,NEWBURY,29.6,67.9
Macedon Ranges,NORTH BLACKWOOD,29.6,67.9
Macedon Ranges,TRENTHAM,29.6,67.9
Macedon Ranges,TRENTHAM EAST,29.6,67.9
Hepburn,BASALT,33.3,69.3
Hepburn,DAYLESFORD,33.3,69.3
Macedon Ranges,BULLARTO,29.6,67.9
Macedon Ranges,BULLARTO SOUTH,29.6,67.9
Macedon Ranges,CLYDESDALE,29.6,67.9
Macedon Ranges,COOMOORA,29.6,67.9
Macedon Ranges,DENVER,29.6,67.9
Macedon Ranges,DRUMMOND,29.6,67.9
Macedon Ranges,DRY DIGGINGS,29.6,67.9
Macedon Ranges,EGANSTOWN,29.6,67.9
Macedon Ranges,ELEVATED PLAINS,29.6,67.9
Macedon Ranges,FRANKLINFORD,29.6,67.9
Macedon Ranges,GLENLYON,29.6,67.9
Macedon Ranges,HEPBURN,29.6,67.9
Macedon Ranges,HEPBURN SPRINGS,29.6,67.9
Macedon Ranges,KORWEINGUBOORA,29.6,67.9
Macedon Ranges,LEONARDS HILL,29.6,67.9
Macedon Ranges,LYONVILLE,29.6,67.9
Macedon Ranges,MOUNT FRANKLIN,29.6,67.9
Macedon Ranges,MUSK,29.6,67.9
Macedon Ranges,MUSK VALE,29.6,67.9
Macedon Ranges,PORCUPINE RIDGE,29.6,67.9
Macedon Ranges,SAILORS FALLS,29.6,67.9
Macedon Ranges,SAILORS HILL,29.6,67.9
Macedon Ranges,SHEPHERDS FLAT,29.6,67.9
Macedon Ranges,SPARGO CREEK,29.6,67.9
Macedon Ranges,STRANGWAYS,29.6,67.9
Macedon Ranges,WHEATSHEAF,29.6,67.9
Macedon Ranges,YANDOIT,29.6,67.9
Macedon Ranges,YANDOIT HILLS,29.6,67.9
Mount Alexander,GREEN GULLY,32.1,67.8
Mount Alexander,JOYCES CREEK,32.1,67.8
Mount Alexander,MUCKLEFORD SOUTH,32.1,67.8
Mount Alexander,NEWSTEAD,32.1,67.8
Mount Alexander,SANDON,32.1,67.8
Mount Alexander,WELSHMANS REEF,32.1,67.8
Loddon,BARINGHUP,34.8,70.3
Loddon,BARINGHUP WEST,34.8,70.3
Loddon,BRADFORD,34.8,70.3
Loddon,EASTVILLE,34.8,70.3
Loddon,GOWER,34.8,70.3
Loddon,LAANECOORIE,34.8,70.3
Loddon,MALDON,34.8,70.3
Loddon,NEEREMAN,34.8,70.3
Loddon,NUGGETTY,34.8,70.3
Loddon,PERKINS REEF,34.8,70.3
Loddon,PORCUPINE FLAT,34.8,70.3
Loddon,SHELBOURNE,34.8,70.3
Loddon,TARRENGOWER,34.8,70.3
Loddon,WALMER,34.8,70.3
Loddon,WOODSTOCK WEST,34.8,70.3
Mount Alexander,CARISBROOK,32.1,67.8
Mount Alexander,ADELAIDE LEAD,32.1,67.8
Mount Alexander,ALMA,32.1,67.8
Mount Alexander,BOWENVALE,32.1,67.8
Mount Alexander,BUNG BONG,32.1,67.8
Mount Alexander,COTSWOLD,32.1,67.8
Mount Alexander,CRAIGIE,32.1,67.8
Mount Alexander,DAISY HILL,32.1,67.8
Mount Alexander,FLAGSTAFF,32.1,67.8
Mount Alexander,GOLDEN POINT,32.1,67.8
Mount Alexander,HAVELOCK,32.1,67.8
Mount Alexander,HOMEBUSH,32.1,67.8
Mount Alexander,MAJORCA,32.1,67.8
Mount Alexander,MARYBOROUGH,32.1,67.8
Mount Alexander,MOOLORT,32.1,67.8
Mount Alexander,MOONLIGHT FLAT,32.1,67.8
Mount Alexander,NATTE YALLOCK,32.1,67.8
Mount Alexander,RATHSCAR,32.1,67.8
Mount Alexander,RATHSCAR WEST,32.1,67.8
Mount Alexander,RODBOROUGH,32.1,67.8
Mount Alexander,SIMSON,32.1,67.8
Mount Alexander,TIMOR,32.1,67.8
Mount Alexander,TIMOR WEST,32.1,67.8
Mount Alexander,WAREEK,32.1,67.8
Pyrenees,AVOCA,35.6,71.8
Pyrenees,MOYREISK,35.6,71.8
Pyrenees,AMPHITHEATRE,35.6,71.8
Pyrenees,MOUNT LONARCH,35.6,71.8
Pyrenees,ELMHURST,35.6,71.8
Pyrenees,GLENLOFTY,35.6,71.8
Pyrenees,GLENLOGIE,35.6,71.8
Pyrenees,GLENPATRICK,35.6,71.8
Pyrenees,NOWHERE CREEK,35.6,71.8
Mount Alexander,BET BET,32.1,67.8
Mount Alexander,BETLEY,32.1,67.8
Mount Alexander,BROMLEY,32.1,67.8
Mount Alexander,DUNLUCE,32.1,67.8
Mount Alexander,DUNOLLY,32.1,67.8
Mount Alexander,EDDINGTON,32.1,67.8
Mount Alexander,GOLDSBOROUGH,32.1,67.8
Mount Alexander,INKERMAN,32.1,67.8
Mount Alexander,MCINTYRE,32.1,67.8
Mount Alexander,MOLIAGUL,32.1,67.8
Mount Alexander,MOUNT HOOGHLY,32.1,67.8
Northern Grampians,ARCHDALE,33.5,68.8
Northern Grampians,ARCHDALE JUNCTION,33.5,68.8
Northern Grampians,BEALIBA,33.5,68.8
Northern Grampians,BURKES FLAT,33.5,68.8
Northern Grampians,COCHRANES CREEK,33.5,68.8
Northern Grampians,EMU,33.5,68.8
Northern Grampians,LOGAN,33.5,68.8
Loddon,AVON PLAINS,34.8,70.3
Loddon,BEAZLEYS BRIDGE,34.8,70.3
Loddon,CARAPOOEE,34.8,70.3
Loddon,CARAPOOEE WEST,34.8,70.3
Loddon,COONOOER BRIDGE,34.8,70.3
Loddon,COONOOER WEST,34.8,70.3
Loddon,DALYENONG,34.8,70.3
Loddon,GOOROC,34.8,70.3
Loddon,GOWAR EAST,34.8,70.3
Loddon,GRAYS BRIDGE,34.8,70.3
Loddon,GRE GRE,34.8,70.3
Loddon,GRE GRE NORTH,34.8,70.3
Loddon,GRE GRE SOUTH,34.8,70.3
Loddon,KOOREH,34.8,70.3
Loddon,MARNOO EAST,34.8,70.3
Loddon,MOOLERR,34.8,70.3
Loddon,MOYREISK,34.8,70.3
Loddon,PARADISE,34.8,70.3
Loddon,REDBANK,34.8,70.3
Loddon,ROSTRON,34.8,70.3
Loddon,SLATY CREEK,34.8,70.3
Loddon,ST ARNAUD EAST,34.8,70.3
Loddon,ST ARNAUD NORTH,34.8,70.3
Loddon,STUART MILL,34.8,70.3
Loddon,SUTHERLAND,34.8,70.3
Loddon,SWANWATER,34.8,70.3
Loddon,TOTTINGTON,34.8,70.3
Loddon,TRAYNORS LAGOON,34.8,70.3
Loddon,WINJALLOK,34.8,70.3
Loddon,YORK PLAINS,34.8,70.3
Buloke,AVON PLAINS,32.4,68.1
Buloke,BEAZLEYS BRIDGE,32.4,68.1
Buloke,BERRIMAL WEST,32.4,68.1
Buloke,CARAPOOEE,32.4,68.1
Buloke,CARAPOOEE WEST,32.4,68.1
Buloke,COONOOER BRIDGE,32.4,68.1
Buloke,COONOOER WEST,32.4,68.1
Buloke,DARKBONEE,32.4,68.1
Buloke,DOOBOOBETIC,32.4,68.1
Buloke,ELBERTON,32.4,68.1
Buloke,GOOROC,32.4,68.1
Buloke,GOWAR EAST,32.4,68.1
Buloke,GRE GRE,32.4,68.1
Buloke,GRE GRE NORTH,32.4,68.1
Buloke,GRE GRE SOUTH,32.4,68.1
Buloke,KOOREH,32.4,68.1
Buloke,MEDLYN,32.4,68.1
Buloke,MITCHELLS HILL,32.4,68.1
Buloke,MOOLERR,32.4,68.1
Buloke,MOONAMBEL,32.4,68.1
Buloke,PERCYDALE,32.4,68.1
Buloke,SLATY CREEK,32.4,68.1
Buloke,ST ARNAUD,32.4,68.1
Buloke,ST ARNAUD EAST,32.4,68.1
Buloke,ST ARNAUD NORTH,32.4,68.1
Buloke,STUART MILL,32.4,68.1
Buloke,SUTHERLAND,32.4,68.1
Buloke,SWANWATER,32.4,68.1
Buloke,TANWOOD,32.4,68.1
Buloke,TOTTINGTON,32.4,68.1
Buloke,TRAYNORS LAGOON,32.4,68.1
Buloke,TULKARA,32.4,68.1
Buloke,WARRENMANG,32.4,68.1
Buloke,YAWONG HILLS,32.4,68.1
Yarriambiack,AREEGRA,33.0,69.7
Yarriambiack,BANYENONG,33.0,69.7
Yarriambiack,BOOLITE,33.0,69.7
Yarriambiack,CARRON,33.0,69.7
Yarriambiack,COPE COPE,33.0,69.7
Yarriambiack,CORACK,33.0,69.7
Yarriambiack,CORACK EAST,33.0,69.7
Yarriambiack,DONALD,33.0,69.7
Yarriambiack,GIL GIL,33.0,69.7
Yarriambiack,JEFFCOTT,33.0,69.7
Yarriambiack,JEFFCOTT NORTH,33.0,69.7
Yarriambiack,LAEN,33.0,69.7
Yarriambiack,LAEN EAST,33.0,69.7
Yarriambiack,LAEN NORTH,33.0,69.7
Yarriambiack,LAKE BULOKE,33.0,69.7
Yarriambiack,LAWLER,33.0,69.7
Yarriambiack,LITCHFIELD,33.0,69.7
Yarriambiack,RICH AVON,33.0,69.7
Yarriambiack,RICH AVON EAST,33.0,69.7
Yarriambiack,RICH AVON WEST,33.0,69.7
Yarriambiack,SWANWATER WEST,33.0,69.7
Yarriambiack,MASSEY,33.0,69.7
Yarriambiack,MORTON PLAINS,33.0,69.7
Yarriambiack,WARMUR,33.0,69.7
Yarriambiack,WATCHEM,33.0,69.7
Yarriambiack,WATCHEM WEST,33.0,69.7
Buloke,BALLAPUR,32.4,68.1
Buloke,BIRCHIP,32.4,68.1
Buloke,BIRCHIP WEST,32.4,68.1
Buloke,CURYO,32.4,68.1
Buloke,JIL JIL,32.4,68.1
Buloke,KARYRIE,32.4,68.1
Buloke,KINNABULLA,32.4,68.1
Buloke,MARLBED,32.4,68.1
Buloke,NARRAPORT,32.4,68.1
Buloke,REEDY DAM,32.4,68.1
Buloke,WHIRILY,32.4,68.1
Buloke,BANYAN,32.4,68.1
Buloke,WATCHUPGA,32.4,68.1
Buloke,WILLANGIE,32.4,68.1
Buloke,WOOMELANG,32.4,68.1
Yarriambiack,LASCELLES,33.0,69.7
Buloke,SPEED,32.4,68.1
Buloke,TURRIFF,32.4,68.1
Buloke,TURRIFF EAST,32.4,68.1
Mildura,TEMPY,35.6,70.0
Hindmarsh,BIG DESERT,33.0,69.7
Hindmarsh,BOINKA,33.0,69.7
Hindmarsh,KULWIN,33.0,69.7
Hindmarsh,MITTYACK,33.0,69.7
Hindmarsh,MURRAY-SUNSET,33.0,69.7
Hindmarsh,OUYEN,33.0,69.7
Hindmarsh,TORRITA,33.0,69.7
Hindmarsh,TUTYE,33.0,69.7
Mildura,PATCHEWOLLOCK,35.6,70.0
Mildura,CARWARP,35.6,70.0
Mildura,COLIGNAN,35.6,70.0
Mildura,IRAAK,35.6,70.0
Mildura,NANGILOC,35.6,70.0
Mildura,CARDROSS,35.6,70.0
Mildura,CULLULLERAINE,35.6,70.0
Mildura,LINDSAY POINT,35.6,70.0
Mildura,MERINGUR,35.6,70.0
Mildura,MERRINEE,35.6,70.0
Mildura,MURRAY LOCK NO 9,35.6,70.0
Mildura,NEDS CORNER,35.6,70.0
Mildura,RED CLIFFS,35.6,70.0
Mildura,SUNNYCLIFFS,35.6,70.0
Mildura,WERRIMULL,35.6,70.0
Mildura,IRYMPLE,35.6,70.0
Mildura,MILDURA,35.6,70.0
Mildura,MILDURA EAST,35.6,70.0
