council,suburb,Adults - Obesity - ASR,Adults - Overweight/Obese - ASR
Mansfield,LICOLA NORTH,33.9,69.1
Mansfield,REYNARD,33.9,69.1
Mansfield,SARGOOD,33.9,69.1
Mansfield,SEATON,33.9,69.1
Mansfield,TAMBORITHA,33.9,69.1
Mansfield,WINNINDOO,33.9,69.1
Mansfield,WORROWING,33.9,69.1
Mansfield,YANGOURA,33.9,69.1
Wellington,MAFFRA WEST UPPER,34.8,70.0
Wellington,MEWBURN PARK,34.8,70.0
Wellington,NEWRY,34.8,70.0
Wellington,TINAMBA,34.8,70.0
Wellington,TINAMBA WEST,34.8,70.0
Wellington,BOISDALE,34.8,70.0
Wellington,BRIAGOLONG,34.8,70.0
Wellington,BUSHY PARK,34.8,70.0
Wellington,COONGULLA,34.8,70.0
Wellington,KOOROOL,34.8,70.0
Wellington,MAFFRA,34.8,70.0
Wellington,MONOMAK,34.8,70.0
Wellington,MOROKA,34.8,70.0
Wellington,NAP NAP MARRA,34.8,70.0
Wellington,NUNTIN,34.8,70.0
Wellington,RIVERSLEA,34.8,70.0
Wellington,TOOLOME,34.8,70.0
Wellington,VALENCIA CREEK,34.8,70.0
Wellington,WOOLENOOK,34.8,70.0
Wellington,WRATHUNG,34.8,70.0
Wellington,WRIXON,34.8,70.0
Alpine,BUDGEE BUDGEE,34.1,70.2
Alpine,CASTLEBURN,34.1,70.2
Alpine,COBBANNAH,34.1,70.2
Alpine,COWA,34.1,70.2
Alpine,CROOKED RIVER,34.1,70.2
Alpine,DARGO,34.1,70.2
Alpine,HAWKHURST,34.1,70.2
Alpine,HOLLANDS LANDING,34.1,70.2
Alpine,LLOWALONG,34.1,70.2
Alpine,MEERLIEU,34.1,70.2
Alpine,MIOWERA,34.1,70.2
Alpine,MOORNAPA,34.1,70.2
Alpine,MUNRO,34.1,70.2
Alpine,PERRY BRIDGE,34.1,70.2
Alpine,STOCKDALE,34.1,70.2
Alpine,STRATFORD,34.1,70.2
Alpine,WATERFORD,34.1,70.2
Alpine,WONGUNGARRA,34.1,70.2
Wellington,FERNBANK,34.8,70.0
Wellington,GLENALADALE,34.8,70.0
Wellington,THE FINGERBOARD,34.8,70.0
East Gippsland,LINDENOW,33.9,69.4
Latrobe,JUMBUK,33.8,68.9
Latrobe,YINNAR,33.8,68.9
Latrobe,YINNAR SOUTH,33.8,68.9
Wellington,BOOLARRA,34.8,70.0
Wellington,BOOLARRA SOUTH,34.8,70.0
Wellington,BUDGEREE,34.8,70.0
Wellington,BUDGEREE EAST,34.8,70.0
Wellington,GRAND RIDGE,34.8,70.0
Wellington,JOHNSTONES HILL,34.8,70.0
Wellington,MIRBOO EAST,34.8,70.0
Baw Baw,ALLAMBEE RESERVE,32.7,67.8
Baw Baw,ALLAMBEE SOUTH,32.7,67.8
Baw Baw,BAROMI,32.7,67.8
Baw Baw,DARLIMURLA,32.7,67.8
Baw Baw,DELBURN,32.7,67.8
Baw Baw,DOLLAR,32.7,67.8
Baw Baw,LIMONITE,32.7,67.8
Baw Baw,MIRBOO,32.7,67.8
Baw Baw,MIRBOO NORTH,32.7,67.8
Baw Baw,TARWIN EAST,32.7,67.8
Wellington,GORMANDALE,34.8,70.0
Wellington,CARRAJUNG SOUTH,34.8,70.0
Wellington,CHERRILONG,34.8,70.0
Wellington,MCLOUGHLINS BEACH,34.8,70.0
Wellington,WOODSIDE,34.8,70.0
Wellington,WOODSIDE BEACH,34.8,70.0
Wellington,WOODSIDE NORTH,34.8,70.0
East Gippsland,BAIRNSDALE,33.9,69.4
East Gippsland,BANKSIA PENINSULA,33.9,69.4
East Gippsland,BENGWORDEN,33.9,69.4
East Gippsland,BROADLANDS,33.9,69.4
East Gippsland,BULLUMWAAL,33.9,69.4
East Gippsland,CALULU,33.9,69.4
East Gippsland,CLIFTON CREEK,33.9,69.4
East Gippsland,DEPTFORD,33.9,69.4
East Gippsland,EAST BAIRNSDALE,33.9,69.4
East Gippsland,EASTWOOD,33.9,69.4
East Gippsland,ELLASWOOD,33.9,69.4
East Gippsland,FAIRY DELL,33.9,69.4
East Gippsland,FLAGGY CREEK,33.9,69.4
East Gippsland,FORGE CREEK,33.9,69.4
East Gippsland,GOON NURE,33.9,69.4
East Gippsland,GRANITE ROCK,33.9,69.4
East Gippsland,HILLSIDE,33.9,69.4
East Gippsland,HOLLANDS LANDING,33.9,69.4
East Gippsland,IGUANA CREEK,33.9,69.4
East Gippsland,LINDENOW SOUTH,33.9,69.4
East Gippsland,LUCKNOW,33.9,69.4
East Gippsland,MARTHAVALE,33.9,69.4
East Gippsland,MELWOOD,33.9,69.4
East Gippsland,MERRIJIG,33.9,69.4
East Gippsland,MOUNT TAYLOR,33.9,69.4
East Gippsland,NEWLANDS ARM,33.9,69.4
East Gippsland,RYANS,33.9,69.4
East Gippsland,SARSFIELD,33.9,69.4
East Gippsland,TABBERABBERA,33.9,69.4
East Gippsland,WALPA,33.9,69.4
East Gippsland,WATERHOLES,33.9,69.4
East Gippsland,WENTWORTH,33.9,69.4
East Gippsland,WOODGLEN,33.9,69.4
East Gippsland,WUK WUK,33.9,69.4
East Gippsland,WY YUNG,33.9,69.4
East Gippsland,EAGLE POINT,33.9,69.4
Wellington,BOOLE POOLE,34.8,70.0
Wellington,OCEAN GRANGE,34.8,70.0
Wellington,PAYNESVILLE,34.8,70.0
Wellington,RAYMOND ISLAND,34.8,70.0
East Gippsland,NICHOLSON,33.9,69.4
East Gippsland,BRUMBY,33.9,69.4
East Gippsland,BRUTHEN,33.9,69.4
East Gippsland,BUCHAN,33.9,69.4
East Gippsland,BUCHAN SOUTH,33.9,69.4
East Gippsland,BUTCHERS RIDGE,33.9,69.4
East Gippsland,GELANTIPY,33.9,69.4
East Gippsland,MOSSIFACE,33.9,69.4
East Gippsland,MURRINDAL,33.9,69.4
East Gippsland,SUGGAN BUGGAN,33.9,69.4
East Gippsland,TAMBO UPPER,33.9,69.4
East Gippsland,TIMBARRA,33.9,69.4
East Gippsland,W TREE,33.9,69.4
East Gippsland,WISELEIGH,33.9,69.4
East Gippsland,WULGULMERANG,33.9,69.4
East Gippsland,WULGULMERANG EAST,33.9,69.4
East Gippsland,WULGULMERANG WEST,33.9,69.4
East Gippsland,YALMY,33.9,69.4
East Gippsland,NEWMERELLA,33.9,69.4
East Gippsland,LAKE TYERS,33.9,69.4
East Gippsland,NOWA NOWA,33.9,69.4
East Gippsland,WAIREWA,33.9,69.4
East Gippsland,BENDOC,33.9,69.4
East Gippsland,BETE BOLONG,33.9,69.4
East Gippsland,BETE BOLONG NORTH,33.9,69.4
East Gippsland,BONANG,33.9,69.4
East Gippsland,BRODRIBB RIVER,33.9,69.4
East Gippsland,CABANANDRA,33.9,69.4
East Gippsland,CAPE CONRAN,33.9,69.4
East Gippsland,CORRINGLE,33.9,69.4
East Gippsland,DEDDICK VALLEY,33.9,69.4
East Gippsland,DELEGATE RIVER,33.9,69.4
East Gippsland,DELEGATE RIVER EAST,33.9,69.4
East Gippsland,DELLICKNORA,33.9,69.4
East Gippsland,GOONGERAH,33.9,69.4
East Gippsland,HAYDENS BOG,33.9,69.4
East Gippsland,JARRAHMOND,33.9,69.4
East Gippsland,LOCHEND,33.9,69.4
East Gippsland,MARLO,33.9,69.4
East Gippsland,MARTINS CREEK,33.9,69.4
East Gippsland,NURRAN,33.9,69.4
East Gippsland,OMEO VALLEY,33.9,69.4
East Gippsland,ORBOST,33.9,69.4
East Gippsland,SIMPSONS CREEK,33.9,69.4
East Gippsland,TOSTAREE,33.9,69.4
East Gippsland,TUBBUT,33.9,69.4
East Gippsland,WAYGARA,33.9,69.4
East Gippsland,WOMBAT CREEK,33.9,69.4
East Gippsland,BELL BIRD CREEK,33.9,69.4
East Gippsland,BELLBIRD CREEK,33.9,69.4
East Gippsland,BEMM RIVER,33.9,69.4
East Gippsland,CABBAGE TREE CREEK,33.9,69.4
East Gippsland,CLUB TERRACE,33.9,69.4
East Gippsland,COMBIENBAR,33.9,69.4
East Gippsland,ERRINUNDRA,33.9,69.4
East Gippsland,MANORINA,33.9,69.4
East Gippsland,BULDAH,33.9,69.4
East Gippsland,CANN RIVER,33.9,69.4
East Gippsland,CHANDLERS CREEK,33.9,69.4
East Gippsland,NOORINBEE,33.9,69.4
East Gippsland,NOORINBEE NORTH,33.9,69.4
East Gippsland,TAMBOON,33.9,69.4
East Gippsland,TONGHI CREEK,33.9,69.4
East Gippsland,WEERAGUA,33.9,69.4
East Gippsland,GENOA,33.9,69.4
East Gippsland,GIPSY POINT,33.9,69.4
East Gippsland,MARAMINGO CREEK,33.9,69.4
East Gippsland,WALLAGARAUGH,33.9,69.4
East Gippsland,WANGARABELL,33.9,69.4
East Gippsland,WINGAN RIVER,33.9,69.4
East Gippsland,WROXHAM,33.9,69.4
East Gippsland,MALLACOOTA,33.9,69.4
East Gippsland,DOUBLE BRIDGES,33.9,69.4
East Gippsland,STIRLING,33.9,69.4
East Gippsland,TAMBO CROSSING,33.9,69.4
East Gippsland,DOCTORS FLAT,33.9,69.4
East Gippsland,ENSAY,33.9,69.4
East Gippsland,ENSAY NORTH,33.9,69.4
East Gippsland,REEDY CREEK,33.9,69.4
East Gippsland,REEDY FLAT,33.9,69.4
East Gippsland,BINDI,33.9,69.4
East Gippsland,BROOKVILLE,33.9,69.4
East Gippsland,NUNNIONG,33.9,69.4
East Gippsland,SWIFTS CREEK,33.9,69.4
East Gippsland,TONGIO,33.9,69.4
Alpine,ANGLERS REST,34.1,70.2
Alpine,BINGO,34.1,70.2
Alpine,BINGO MUNJIE,34.1,70.2
Alpine,BUNDARA,34.1,70.2
Alpine,CASSILIS,34.1,70.2
Alpine,COBUNGRA,34.1,70.2
Alpine,DINNER PLAIN,34.1,70.2
Alpine,GLEN VALLEY,34.1,70.2
Alpine,GLEN WILLS,34.1,70.2
Alpine,HINNOMUNJIE,34.1,70.2
Alpine,OMEO,34.1,70.2
Alpine,OMEO VALLEY,34.1,70.2
Alpine,SHANNONVALE,34.1,70.2
Snowy Valleys,BENAMBRA,,
Snowy Valleys,COBBERAS,,
Snowy Valleys,UPLANDS,,
East Gippsland,BUMBERRAH,33.9,69.4
East Gippsland,JOHNSONVILLE,33.9,69.4
East Gippsland,SWAN REACH,33.9,69.4
East Gippsland,METUNG,33.9,69.4
East Gippsland,KALIMNA,33.9,69.4
East Gippsland,KALIMNA WEST,33.9,69.4
East Gippsland,LAKE BUNGA,33.9,69.4
East Gippsland,LAKE TYERS BEACH,33.9,69.4
East Gippsland,LAKES ENTRANCE,33.9,69.4
East Gippsland,NUNGURNER,33.9,69.4
East Gippsland,NYERIMILANG,33.9,69.4
East Gippsland,TOORLOO ARM,33.9,69.4
Frankston,LANGWARRIN,30.8,68.8
Frankston,BAXTER,30.8,68.8
Frankston,LANGWARRIN SOUTH,30.8,68.8
Casey,PEARCEDALE,32.2,70.5
Casey,SOMERVILLE,32.2,70.5
Mornington Peninsula,TYABB,27.4,65.5
Mornington Peninsula,HASTINGS,27.4,65.5
Mornington Peninsula,TUERONG,27.4,65.5
Mornington Peninsula,MERRICKS,27.4,65.5
Mornington Peninsula,POINT LEO,27.4,65.5
Mornington Peninsula,SHOREHAM,27.4,65.5
Mornington Peninsula,BITTERN,27.4,65.5
Mornington Peninsula,CRIB POINT,27.4,65.5
Mornington Peninsula,FLINDERS NAVAL DEPOT,27.4,65.5
Mornington Peninsula,HMAS CERBERUS,27.4,65.5
Unincorporated Vic,ELIZABETH ISLAND,,
Unincorporated Vic,FRENCH ISLAND,,
Unincorporated Vic,TANKERTON,,
Bass Coast,COWES,31.0,66.9
Bass Coast,SILVERLEAVES,31.0,66.9
Bass Coast,SMITHS BEACH,31.0,66.9
Bass Coast,SUMMERLANDS,31.0,66.9
Bass Coast,SUNDERLAND BAY,31.0,66.9
Bass Coast,SUNSET STRIP,31.0,66.9
Bass Coast,SURF BEACH,31.0,66.9
Bass Coast,VENTNOR,31.0,66.9
Bass Coast,WIMBLEDON HEIGHTS,31.0,66.9
Bass Coast,RHYLL,31.0,66.9
Bass Coast,CAPE WOOLAMAI,31.0,66.9
Bass Coast,CHURCHILL ISLAND,31.0,66.9
Bass Coast,NEWHAVEN,31.0,66.9
Bass Coast,SAN REMO,31.0,66.9
Mornington Peninsula,BALNARRING,27.4,65.5
Mornington Peninsula,BALNARRING BEACH,27.4,65.5
Mornington Peninsula,MERRICKS BEACH,27.4,65.5
Mornington Peninsula,MERRICKS NORTH,27.4,65.5
Mornington Peninsula,SOMERS,27.4,65.5
Mornington Peninsula,MAIN RIDGE,27.4,65.5
Mornington Peninsula,FLINDERS,27.4,65.5
Mornington Peninsula,KUNYUNG,27.4,65.5
Mornington Peninsula,MOUNT ELIZA,27.4,65.5
Mornington Peninsula,MORNINGTON,27.4,65.5
Mornington Peninsula,MOOROODUC,27.4,65.5
Mornington Peninsula,MOUNT MARTHA,27.4,65.5
Mornington Peninsula,ARTHURS SEAT,27.4,65.5
Mornington Peninsula,DROMANA,27.4,65.5
Mornington Peninsula,SAFETY BEACH,27.4,65.5
Mornington Peninsula,RED HILL,27.4,65.5
Mornington Peninsula,RED HILL SOUTH,27.4,65.5
Mornington Peninsula,MCCRAE,27.4,65.5
Mornington Peninsula,BONEO,27.4,65.5
Mornington Peninsula,CAPE SCHANCK,27.4,65.5
Mornington Peninsula,FINGAL,27.4,65.5
Mornington Peninsula,ROSEBUD,27.4,65.5
Mornington Peninsula,ROSEBUD PLAZA,27.4,65.5
Mornington Peninsula,CAPEL SOUND,27.4,65.5
Mornington Peninsula,ROSEBUD WEST,27.4,65.5
Mornington Peninsula,RYE,27.4,65.5
Mornington Peninsula,ST ANDREWS BEACH,27.4,65.5
Mornington Peninsula,TOOTGAROOK,27.4,65.5
Mornington Peninsula,BLAIRGOWRIE,27.4,65.5
Mornington Peninsula,SORRENTO,27.4,65.5
Mornington Peninsula,PORTSEA,27.4,65.5
Bass Coast,BELLVIEW,31.0,66.9
Bass Coast,JEETHO,31.0,66.9
Bass Coast,KROWERA,31.0,66.9
Bass Coast,LOCH,31.0,66.9
Bass Coast,WOODLEIGH,31.0,66.9
South Gippsland,BENA,31.2,67.4
Baw Baw,KARDELLA SOUTH,32.7,67.8
Baw Baw,KORUMBURRA,32.7,67.8
Baw Baw,KORUMBURRA SOUTH,32.7,67.8
Baw Baw,STRZELECKI,32.7,67.8
Baw Baw,WHITELAW,32.7,67.8
Bass Coast,ARAWATA,31.0,66.9
Bass Coast,FAIRBANK,31.0,66.9
Bass Coast,JUMBUNNA,31.0,66.9
Bass Coast,KARDELLA,31.0,66.9
Bass Coast,KONGWAK,31.0,66.9
Bass Coast,MOYARRA,31.0,66.9
Bass Coast,OUTTRIM,31.0,66.9
Bass Coast,RANCEBY,31.0,66.9
Baw Baw,BERRYS CREEK,32.7,67.8
Baw Baw,BOOROOL,32.7,67.8
Baw Baw,HALLSTON,32.7,67.8
Baw Baw,KOOROOMAN,32.7,67.8
Baw Baw,LEONGATHA,32.7,67.8
Baw Baw,LEONGATHA NORTH,32.7,67.8
Baw Baw,LEONGATHA SOUTH,32.7,67.8
Baw Baw,MARDAN,32.7,67.8
Baw Baw,MOUNT ECCLES,32.7,67.8
Baw Baw,MOUNT ECCLES SOUTH,32.7,67.8
Baw Baw,NERRENA,32.7,67.8
Baw Baw,RUBY,32.7,67.8
Baw Baw,TRIDA,32.7,67.8
Baw Baw,WILD DOG VALLEY,32.7,67.8
Baw Baw,WOOREEN,32.7,67.8
South Gippsland,KOONWARRA,31.2,67.4
South Gippsland,DUMBALK,31.2,67.4
South Gippsland,DUMBALK NORTH,31.2,67.4
South Gippsland,MEENIYAN,31.2,67.4
South Gippsland,MIDDLE TARWIN,31.2,67.4
South Gippsland,MIRBOO SOUTH,31.2,67.4
South Gippsland,TARWIN,31.2,67.4
South Gippsland,TARWIN LOWER,31.2,67.4
South Gippsland,VENUS BAY,31.2,67.4
South Gippsland,WALKERVILLE,31.2,67.4
South Gippsland,WALKERVILLE NORTH,31.2,67.4
South Gippsland,WALKERVILLE SOUTH,31.2,67.4
South Gippsland,GRASSY SPUR,31.2,67.4
South Gippsland,STONY CREEK,31.2,67.4
South Gippsland,BUFFALO,31.2,67.4
South Gippsland,BUFFALO CREEK,31.2,67.4
South Gippsland,FISH CREEK,31.2,67.4
South Gippsland,HODDLE,31.2,67.4
South Gippsland,SANDY POINT,31.2,67.4
South Gippsland,WARATAH BAY,31.2,67.4
South Gippsland,WARATAH NORTH,31.2,67.4
South Gippsland,BENNISON,31.2,67.4
South Gippsland,BOOLARONG,31.2,67.4
South Gippsland,FOSTER,31.2,67.4
South Gippsland,FOSTER NORTH,31.2,67.4
South Gippsland,GUNYAH,31.2,67.4
South Gippsland,MOUNT BEST,31.2,67.4
South Gippsland,RUMBUG,31.2,67.4
South Gippsland,SHALLOW INLET,31.2,67.4
South Gippsland,TIDAL RIVER,31.2,67.4
South Gippsland,TURTONS CREEK,31.2,67.4
South Gippsland,WILSONS PROMONTORY,31.2,67.4
South Gippsland,WONGA,31.2,67.4
South Gippsland,WOORARRA WEST,31.2,67.4
South Gippsland,YANAKIE,31.2,67.4
Wellington,AGNES,34.8,70.0
Wellington,CHRISTIES,34.8,70.0
Wellington,GRAND RIDGE,34.8,70.0
Wellington,TOORA,34.8,70.0
Wellington,TOORA NORTH,34.8,70.0
Wellington,WONYIP,34.8,70.0
Wellington,WOORARRA,34.8,70.0
Wellington,WOORARRA EAST,34.8,70.0
South Gippsland,PORT FRANKLIN,31.2,67.4
South Gippsland,PORT WELSHPOOL,31.2,67.4
Wellington,BINGINWARRI,34.8,70.0
Wellington,HAZEL PARK,34.8,70.0
Wellington,WELSHPOOL,34.8,70.0
Wellington,HEDLEY,34.8,70.0
Wellington,ALBERTON,34.8,70.0
Wellington,ALBERTON WEST,34.8,70.0
Wellington,BALOOK,34.8,70.0
Wellington,BAROMI,34.8,70.0
Wellington,CALROSSIE,34.8,70.0
Wellington,DEVON NORTH,34.8,70.0
Wellington,GELLIONDALE,34.8,70.0
Wellington,HIAWATHA,34.8,70.0
Wellington,HUNTERSTON,34.8,70.0
Wellington,JACK RIVER,34.8,70.0
Wellington,LANGSBOROUGH,34.8,70.0
Wellington,MACKS CREEK,34.8,70.0
Wellington,MADALYA,34.8,70.0
Wellington,MANNS BEACH,34.8,70.0
Wellington,PORT ALBERT,34.8,70.0
Wellington,ROBERTSONS BEACH,34.8,70.0
Wellington,SNAKE ISLAND,34.8,70.0
Wellington,STACEYS BRIDGE,34.8,70.0
Wellington,TARRA VALLEY,34.8,70.0
Wellington,TARRAVILLE,34.8,70.0
Wellington,WON WRON,34.8,70.0
Wellington,YARRAM,34.8,70.0
Greater Dandenong,LYNBROOK,26.3,63.2
Greater Dandenong,LYNDHURST,26.3,63.2
Casey,HAMPTON PARK,32.2,70.5
Frankston,BOTANIC RIDGE,30.8,68.8
Frankston,CANNONS CREEK,30.8,68.8
Frankston,CRANBOURNE,30.8,68.8
Frankston,CRANBOURNE EAST,30.8,68.8
Frankston,CRANBOURNE NORTH,30.8,68.8
Frankston,CRANBOURNE SOUTH,30.8,68.8
Frankston,CRANBOURNE WEST,30.8,68.8
Frankston,DEVON MEADOWS,30.8,68.8
Frankston,FIVE WAYS,30.8,68.8
Frankston,JUNCTION VILLAGE,30.8,68.8
Frankston,SANDHURST,30.8,68.8
Frankston,SKYE,30.8,68.8
Cardinia,CARDINIA,32.4,71.2
Cardinia,CLYDE,32.4,71.2
Cardinia,CLYDE NORTH,32.4,71.2
Bass Coast,ALMURTA,31.0,66.9
Bass Coast,GLEN ALVIE,31.0,66.9
Bass Coast,KERNOT,31.0,66.9
Bass Coast,KORRINE,31.0,66.9
Cardinia,BLIND BIGHT,32.4,71.2
Cardinia,TOORADIN,32.4,71.2
Cardinia,WARNEET,32.4,71.2
Baw Baw,BAYLES,32.7,67.8
Baw Baw,CATANI,32.7,67.8
Baw Baw,DALMORE,32.7,67.8
Baw Baw,HEATH HILL,32.7,67.8
Baw Baw,KOO WEE RUP,32.7,67.8
Baw Baw,KOO WEE RUP NORTH,32.7,67.8
Baw Baw,YANNATHAN,32.7,67.8
South Gippsland,ADAMS ESTATE,31.2,67.4
South Gippsland,CALDERMEADE,31.2,67.4
South Gippsland,CORINELLA,31.2,67.4
South Gippsland,CORONET BAY,31.2,67.4
South Gippsland,GRANTVILLE,31.2,67.4
South Gippsland,JAM JERRUP,31.2,67.4
South Gippsland,LANG LANG,31.2,67.4
South Gippsland,LANG LANG EAST,31.2,67.4
South Gippsland,MONOMEITH,31.2,67.4
South Gippsland,PIONEER BAY,31.2,67.4
South Gippsland,QUEENSFERRY,31.2,67.4
South Gippsland,TENBY POINT,31.2,67.4
South Gippsland,THE GURDIES,31.2,67.4
Baw Baw,NYORA,32.7,67.8
Baw Baw,MOUNTAIN VIEW,32.7,67.8
Baw Baw,POOWONG,32.7,67.8
Baw Baw,POOWONG EAST,32.7,67.8
Baw Baw,POOWONG NORTH,32.7,67.8
Mildura,ST HELIER,35.6,70.0
Bass Coast,GLEN FORBES,31.0,66.9
Bass Coast,BASS,31.0,66.9
Bass Coast,BLACKWOOD FOREST,31.0,66.9
Bass Coast,DALYSTON,31.0,66.9
Bass Coast,RYANSTON,31.0,66.9
Bass Coast,WEST CREEK,31.0,66.9
Bass Coast,ANDERSON,31.0,66.9
Bass Coast,ARCHIES CREEK,31.0,66.9
Bass Coast,CAPE PATERSON,31.0,66.9
Bass Coast,HARMERS HAVEN,31.0,66.9
Bass Coast,HICKSBOROUGH,31.0,66.9
Bass Coast,KILCUNDA,31.0,66.9
Bass Coast,LANCE CREEK,31.0,66.9
Bass Coast,NORTH WONTHAGGI,31.0,66.9
Bass Coast,POWLETT RIVER,31.0,66.9
Bass Coast,SOUTH DUDLEY,31.0,66.9
Bass Coast,ST CLAIR,31.0,66.9
Bass Coast,WATTLE BANK,31.0,66.9
Bass Coast,WONTHAGGI,31.0,66.9
Bass Coast,WOOLAMAI,31.0,66.9
South Gippsland,INVERLOCH,31.2,67.4
South Gippsland,POUND CREEK,31.2,67.4
